client_id,age,job,marital,education,credit_default,mortgage,month
3962,50,blue-collar,married,basic_6y,no,no,may
3963,45,services,divorced,high_school,unknown,yes,may
3964,49,services,divorced,basic_9y,no,no,may
3965,47,management,married,basic_4y,unknown,no,may
3966,45,services,married,basic_9y,no,no,may
3967,36,technician,married,professional_course,no,yes,may
3968,38,blue-collar,married,basic_4y,no,no,may
3969,30,self-employed,single,high_school,no,yes,may
3970,41,management,married,university_degree,unknown,yes,may
3971,31,technician,single,university_degree,unknown,yes,may
3972,35,blue-collar,married,basic_6y,no,yes,may
3973,36,technician,married,basic_6y,no,yes,may
3974,51,services,married,high_school,unknown,yes,may
3975,41,management,married,university_degree,no,no,may
3976,37,blue-collar,married,basic_9y,no,yes,may
3977,36,management,married,basic_9y,no,unknown,may
3978,35,student,single,high_school,no,no,may
3979,57,technician,married,professional_course,no,yes,may
3980,28,admin_,single,university_degree,no,yes,may
3981,54,housemaid,divorced,basic_4y,no,no,may
3982,38,admin_,single,university_degree,unknown,yes,may
3983,52,management,divorced,high_school,no,unknown,may
3984,43,blue-collar,married,basic_4y,unknown,no,may
3985,30,student,single,basic_9y,no,no,may
3986,51,blue-collar,married,basic_4y,unknown,yes,may
3987,31,technician,married,university_degree,no,no,may
3988,45,blue-collar,married,,no,yes,may
3989,42,blue-collar,married,basic_4y,no,yes,may
3990,37,blue-collar,married,basic_6y,no,no,may
3991,49,blue-collar,married,basic_4y,unknown,yes,may
3992,34,blue-collar,married,basic_9y,unknown,yes,may
3993,50,services,married,basic_6y,no,yes,may
3994,47,services,divorced,high_school,no,no,may
3995,44,unknown,married,basic_6y,no,yes,may
3996,42,blue-collar,married,basic_9y,no,yes,may
3997,31,blue-collar,married,basic_9y,no,unknown,may
3998,52,management,married,high_school,unknown,no,may
3999,56,housemaid,married,basic_4y,no,no,may
4000,36,blue-collar,married,basic_6y,unknown,unknown,may
4001,45,admin_,married,university_degree,no,no,may
4002,31,self-employed,married,university_degree,no,no,may
4003,39,housemaid,married,university_degree,no,no,may
4004,45,blue-collar,married,basic_6y,unknown,yes,may
4005,46,self-employed,married,basic_9y,unknown,no,may
4006,32,blue-collar,married,basic_6y,unknown,yes,may
4007,29,management,single,university_degree,no,yes,may
4008,41,blue-collar,married,basic_9y,no,no,may
4009,35,admin_,married,university_degree,no,yes,may
4010,29,services,married,basic_9y,no,yes,may
4011,34,admin_,married,university_degree,no,no,may
4012,31,blue-collar,single,basic_9y,no,no,may
4013,36,technician,single,professional_course,no,no,may
4014,41,technician,married,university_degree,no,no,may
4015,59,retired,married,basic_9y,unknown,no,may
4016,45,unemployed,married,basic_6y,unknown,no,may
4017,31,blue-collar,married,basic_9y,no,yes,may
4018,25,services,married,high_school,unknown,yes,may
4019,38,management,married,,no,no,may
4020,32,blue-collar,divorced,basic_9y,no,no,may
4021,33,admin_,single,high_school,unknown,yes,may
4022,35,self-employed,married,university_degree,no,unknown,may
4023,37,blue-collar,married,professional_course,no,no,may
4024,47,technician,married,professional_course,no,no,may
4025,28,blue-collar,married,basic_6y,no,no,may
4026,36,admin_,married,high_school,no,no,may
4027,32,admin_,married,university_degree,no,yes,may
4028,36,blue-collar,single,high_school,no,yes,may
4029,51,blue-collar,married,basic_4y,no,yes,may
4030,32,admin_,married,high_school,no,no,may
4031,50,unemployed,married,basic_4y,unknown,yes,may
4032,48,services,divorced,high_school,unknown,yes,may
4033,32,admin_,married,high_school,unknown,yes,may
4034,48,blue-collar,married,basic_9y,no,no,may
4035,52,technician,divorced,basic_9y,no,yes,may
4036,30,blue-collar,single,basic_9y,unknown,no,may
4037,36,blue-collar,single,basic_9y,no,no,may
4038,48,admin_,married,university_degree,no,yes,may
4039,25,blue-collar,single,basic_9y,unknown,yes,may
4040,28,admin_,single,high_school,no,no,may
4041,28,self-employed,single,basic_9y,no,no,may
4042,34,blue-collar,married,basic_6y,no,no,may
4043,39,admin_,married,basic_4y,no,no,may
4044,42,services,married,professional_course,no,no,may
4045,57,retired,married,basic_4y,no,yes,may
4046,44,admin_,married,basic_4y,unknown,no,may
4047,28,admin_,single,basic_9y,no,yes,may
4048,25,self-employed,single,university_degree,no,no,may
4049,29,housemaid,single,high_school,no,no,may
4050,28,services,married,high_school,no,no,may
4051,41,admin_,divorced,university_degree,unknown,yes,may
4052,28,self-employed,married,professional_course,no,no,may
4053,32,admin_,married,high_school,no,no,may
4054,49,blue-collar,married,basic_4y,unknown,yes,may
4055,59,technician,married,university_degree,unknown,unknown,may
4056,55,admin_,married,university_degree,no,no,may
4057,43,management,married,university_degree,no,unknown,may
4058,58,retired,married,basic_4y,unknown,no,may
4059,54,blue-collar,married,basic_4y,unknown,no,may
4060,25,blue-collar,married,basic_4y,no,no,may
4061,24,technician,single,professional_course,unknown,no,may
4062,53,self-employed,married,university_degree,no,no,may
4063,36,admin_,married,university_degree,no,no,may
4064,49,housemaid,married,basic_4y,no,no,may
4065,44,entrepreneur,married,professional_course,no,no,may
4066,51,blue-collar,married,basic_4y,no,unknown,may
4067,37,housemaid,married,high_school,no,yes,may
4068,41,blue-collar,married,basic_9y,no,no,may
4069,40,blue-collar,married,basic_9y,no,yes,may
4070,35,services,married,professional_course,unknown,yes,may
4071,24,services,single,professional_course,no,yes,may
4072,34,technician,married,university_degree,no,yes,may
4073,30,blue-collar,married,basic_9y,no,no,may
4074,48,services,married,high_school,unknown,yes,may
4075,27,blue-collar,married,basic_9y,no,yes,may
4076,40,admin_,divorced,professional_course,no,no,may
4077,40,admin_,married,university_degree,unknown,yes,may
4078,48,admin_,married,basic_9y,unknown,no,may
4079,35,admin_,single,high_school,no,yes,may
4080,26,admin_,married,high_school,no,no,may
4081,33,admin_,married,university_degree,no,no,may
4082,29,services,single,university_degree,unknown,yes,may
4083,45,blue-collar,married,basic_4y,unknown,yes,may
4084,35,admin_,married,university_degree,no,yes,may
4085,32,blue-collar,married,basic_9y,no,yes,may
4086,34,blue-collar,married,basic_9y,no,yes,may
4087,33,services,single,high_school,no,no,may
4088,37,blue-collar,married,basic_9y,unknown,no,may
4089,29,admin_,single,basic_9y,unknown,no,may
4090,27,student,single,university_degree,no,yes,may
4091,43,services,divorced,high_school,no,yes,may
4092,47,blue-collar,married,professional_course,unknown,no,may
4093,32,housemaid,single,high_school,no,unknown,may
4094,33,unemployed,divorced,professional_course,no,unknown,may
4095,26,unemployed,married,high_school,no,yes,may
4096,39,blue-collar,married,basic_4y,unknown,yes,may
4097,38,blue-collar,married,basic_6y,unknown,yes,may
4098,48,blue-collar,married,professional_course,no,no,may
4099,42,entrepreneur,married,university_degree,no,no,may
4100,35,blue-collar,divorced,basic_9y,no,yes,may
4101,42,blue-collar,divorced,basic_6y,no,yes,may
4102,36,blue-collar,single,basic_9y,unknown,no,may
4103,28,blue-collar,married,basic_9y,no,no,may
4104,32,technician,single,basic_9y,no,yes,may
4105,28,blue-collar,divorced,high_school,no,yes,may
4106,41,blue-collar,divorced,basic_9y,no,no,may
4107,32,admin_,married,university_degree,unknown,unknown,may
4108,42,blue-collar,divorced,basic_9y,no,unknown,may
4109,29,technician,single,university_degree,no,unknown,may
4110,38,services,married,high_school,no,yes,may
4111,22,services,single,high_school,no,yes,may
4112,34,blue-collar,married,basic_9y,no,no,may
4113,31,blue-collar,married,basic_9y,unknown,yes,may
4114,52,entrepreneur,married,university_degree,no,no,may
4115,55,services,divorced,high_school,no,no,may
4116,24,services,single,high_school,no,no,may
4117,46,admin_,divorced,high_school,unknown,no,may
4118,31,admin_,divorced,university_degree,no,no,may
4119,34,admin_,married,university_degree,no,no,may
4120,45,entrepreneur,married,basic_9y,no,no,may
4121,45,blue-collar,married,basic_9y,unknown,yes,may
4122,39,technician,divorced,professional_course,no,unknown,may
4123,29,technician,single,university_degree,no,unknown,may
4124,44,technician,divorced,high_school,no,yes,may
4125,29,technician,single,university_degree,no,yes,may
4126,32,technician,married,professional_course,no,no,may
4127,32,technician,single,high_school,no,yes,may
4128,48,technician,divorced,professional_course,no,no,may
4129,29,technician,single,university_degree,no,yes,may
4130,32,blue-collar,married,professional_course,no,yes,may
4131,38,blue-collar,single,basic_4y,no,yes,may
4132,28,unemployed,single,high_school,no,yes,may
4133,46,blue-collar,married,basic_4y,no,unknown,may
4134,46,management,married,basic_9y,unknown,no,may
4135,27,admin_,single,university_degree,no,yes,may
4136,26,blue-collar,married,basic_4y,no,yes,may
4137,33,blue-collar,married,basic_9y,no,yes,may
4138,28,management,married,university_degree,no,no,may
4139,52,management,married,basic_4y,unknown,no,may
4140,35,admin_,single,university_degree,no,no,may
4141,33,blue-collar,married,basic_9y,no,unknown,may
4142,46,blue-collar,married,basic_9y,no,yes,may
4143,26,services,married,high_school,no,no,may
4144,39,services,married,high_school,unknown,no,may
4145,47,admin_,married,university_degree,no,no,may
4146,26,blue-collar,married,basic_4y,no,no,may
4147,34,blue-collar,married,professional_course,no,yes,may
4148,24,admin_,single,high_school,no,yes,may
4149,31,technician,married,professional_course,no,no,may
4150,26,admin_,single,high_school,no,no,may
4151,31,admin_,married,high_school,no,no,may
4152,34,blue-collar,married,basic_6y,no,yes,may
4153,60,admin_,married,professional_course,no,yes,may
4154,32,blue-collar,married,basic_6y,unknown,yes,may
4155,24,blue-collar,married,basic_9y,no,yes,may
4156,28,admin_,married,high_school,no,no,may
4157,55,entrepreneur,divorced,university_degree,no,yes,may
4158,38,admin_,divorced,high_school,no,no,may
4159,37,blue-collar,married,professional_course,no,yes,may
4160,36,services,divorced,university_degree,no,no,may
4161,47,technician,married,professional_course,unknown,yes,may
4162,49,technician,married,professional_course,unknown,yes,may
4163,31,blue-collar,married,basic_4y,no,yes,may
4164,52,services,married,high_school,unknown,yes,may
4165,36,services,married,high_school,unknown,yes,may
4166,51,blue-collar,married,basic_6y,unknown,yes,may
4167,52,services,divorced,high_school,no,no,may
4168,29,technician,married,professional_course,no,yes,may
4169,51,services,married,professional_course,unknown,no,may
4170,31,blue-collar,married,basic_9y,no,yes,may
4171,36,admin_,married,high_school,no,no,may
4172,42,services,married,basic_9y,unknown,no,may
4173,32,management,single,basic_4y,no,no,may
4174,30,technician,single,professional_course,no,yes,may
4175,27,blue-collar,married,basic_9y,no,yes,may
4176,47,management,married,basic_4y,unknown,no,may
4177,56,blue-collar,married,basic_4y,unknown,yes,may
4178,57,housemaid,married,basic_6y,no,no,may
4179,27,services,married,professional_course,no,yes,may
4180,46,blue-collar,divorced,basic_4y,no,no,may
4181,43,technician,single,professional_course,no,yes,may
4182,44,technician,single,professional_course,unknown,no,may
4183,52,self-employed,married,university_degree,unknown,yes,may
4184,38,technician,single,professional_course,no,no,may
4185,48,blue-collar,married,basic_6y,no,no,may
4186,31,technician,married,basic_9y,unknown,yes,may
4187,33,management,married,university_degree,no,yes,may
4188,37,blue-collar,single,university_degree,no,yes,may
4189,34,blue-collar,married,basic_9y,no,yes,may
4190,59,housemaid,married,,no,no,may
4191,34,admin_,married,university_degree,no,yes,may
4192,34,blue-collar,single,basic_9y,no,no,may
4193,29,blue-collar,single,professional_course,no,yes,may
4194,46,entrepreneur,married,university_degree,no,yes,may
4195,46,blue-collar,married,basic_9y,unknown,no,may
4196,31,admin_,unknown,high_school,no,no,may
4197,58,blue-collar,divorced,,no,no,may
4198,33,blue-collar,married,basic_4y,unknown,no,may
4199,32,admin_,single,university_degree,no,no,may
4200,38,services,single,high_school,unknown,yes,may
4201,51,admin_,single,university_degree,no,no,may
4202,34,services,married,high_school,no,no,may
4203,30,blue-collar,married,basic_9y,no,no,may
4204,39,blue-collar,married,professional_course,no,no,may
4205,47,blue-collar,married,basic_4y,no,yes,may
4206,36,services,married,high_school,no,yes,may
4207,47,services,divorced,high_school,no,no,may
4208,49,self-employed,single,basic_9y,no,no,may
4209,33,technician,divorced,professional_course,no,no,may
4210,54,blue-collar,married,basic_9y,unknown,no,may
4211,35,admin_,married,university_degree,no,yes,may
4212,25,services,single,high_school,no,no,may
4213,42,management,married,basic_6y,unknown,yes,may
4214,26,admin_,single,high_school,no,no,may
4215,36,technician,married,professional_course,no,no,may
4216,47,technician,single,professional_course,unknown,no,may
4217,43,services,married,basic_9y,unknown,no,may
4218,27,admin_,married,university_degree,no,yes,may
4219,40,housemaid,married,high_school,unknown,yes,may
4220,56,management,married,,no,no,may
4221,59,admin_,married,basic_6y,no,yes,may
4222,49,technician,married,professional_course,unknown,yes,may
4223,40,blue-collar,married,basic_9y,unknown,no,may
4224,54,technician,divorced,professional_course,no,no,may
4225,43,housemaid,married,basic_4y,unknown,no,may
4226,36,blue-collar,married,basic_9y,no,yes,may
4227,53,technician,married,professional_course,no,yes,may
4228,31,admin_,married,high_school,no,no,may
4229,53,technician,divorced,professional_course,no,no,may
4230,52,services,married,high_school,unknown,yes,may
4231,34,admin_,married,university_degree,no,no,may
4232,31,unemployed,single,professional_course,no,no,may
4233,54,technician,single,university_degree,unknown,unknown,may
4234,45,blue-collar,married,basic_9y,unknown,no,may
4235,40,admin_,married,basic_9y,no,no,may
4236,31,admin_,married,high_school,no,yes,may
4237,41,entrepreneur,single,university_degree,unknown,yes,may
4238,25,admin_,married,high_school,no,no,may
4239,35,student,single,university_degree,unknown,yes,may
4240,49,admin_,divorced,university_degree,no,no,may
4241,53,blue-collar,married,high_school,no,no,may
4242,40,admin_,married,professional_course,unknown,yes,may
4243,46,blue-collar,married,basic_4y,no,yes,may
4244,40,unemployed,married,basic_4y,unknown,yes,may
4245,48,technician,married,,no,yes,may
4246,58,retired,married,university_degree,no,no,may
4247,30,technician,married,university_degree,unknown,no,may
4248,49,blue-collar,married,,unknown,yes,may
4249,54,technician,married,high_school,no,no,may
4250,45,technician,single,professional_course,no,yes,may
4251,34,services,married,high_school,no,yes,may
4252,32,services,single,basic_6y,no,no,may
4253,41,blue-collar,married,basic_4y,unknown,no,may
4254,50,blue-collar,married,basic_4y,no,yes,may
4255,52,blue-collar,single,basic_9y,unknown,yes,may
4256,45,admin_,married,,no,no,may
4257,37,admin_,married,high_school,unknown,yes,may
4258,25,management,single,basic_4y,no,no,may
4259,50,blue-collar,married,basic_4y,no,yes,may
4260,43,blue-collar,married,basic_4y,no,yes,may
4261,34,management,married,university_degree,no,no,may
4262,41,blue-collar,married,basic_9y,no,no,may
4263,35,admin_,married,high_school,no,no,may
4264,31,blue-collar,single,high_school,no,no,may
4265,34,management,single,university_degree,no,no,may
4266,47,services,married,high_school,no,no,may
4267,52,self-employed,married,basic_4y,unknown,yes,may
4268,47,blue-collar,married,,unknown,no,may
4269,42,technician,divorced,university_degree,no,no,may
4270,28,admin_,married,high_school,no,no,may
4271,43,admin_,married,university_degree,no,yes,may
4272,41,services,married,basic_9y,no,no,may
4273,33,technician,married,high_school,no,no,may
4274,53,admin_,married,university_degree,no,yes,may
4275,49,blue-collar,married,basic_4y,unknown,no,may
4276,45,blue-collar,married,basic_4y,unknown,yes,may
4277,33,services,married,university_degree,no,yes,may
4278,45,blue-collar,married,basic_4y,unknown,yes,may
4279,30,unemployed,single,basic_9y,no,no,may
4280,49,technician,married,professional_course,no,yes,may
4281,38,technician,married,professional_course,no,yes,may
4282,39,services,divorced,high_school,no,yes,may
4283,50,blue-collar,married,basic_4y,unknown,no,may
4284,58,blue-collar,married,,no,yes,may
4285,46,blue-collar,married,basic_6y,no,yes,may
4286,46,housemaid,married,high_school,unknown,no,may
4287,40,technician,married,professional_course,no,no,may
4288,36,admin_,married,high_school,no,no,may
4289,53,self-employed,married,basic_4y,no,no,may
4290,32,technician,married,,unknown,no,may
4291,42,admin_,divorced,university_degree,no,no,may
4292,39,services,married,high_school,unknown,yes,may
4293,39,services,married,high_school,no,no,may
4294,53,blue-collar,married,basic_4y,unknown,no,may
4295,34,blue-collar,single,basic_9y,no,no,may
4296,39,services,married,high_school,unknown,yes,may
4297,50,blue-collar,married,basic_9y,unknown,yes,may
4298,40,admin_,married,high_school,no,no,may
4299,56,technician,married,professional_course,unknown,no,may
4300,41,technician,married,professional_course,no,unknown,may
4301,46,blue-collar,married,basic_9y,no,no,may
4302,36,blue-collar,married,,unknown,no,may
4303,42,blue-collar,married,,unknown,yes,may
4304,38,technician,married,professional_course,unknown,yes,may
4305,30,services,divorced,basic_9y,no,yes,may
4306,42,technician,married,basic_9y,no,no,may
4307,38,technician,married,professional_course,no,no,may
4308,31,services,married,high_school,unknown,no,may
4309,45,management,married,,unknown,no,may
4310,33,blue-collar,married,basic_9y,no,no,may
4311,36,admin_,married,university_degree,unknown,yes,may
4312,41,services,married,high_school,unknown,yes,may
4313,31,admin_,married,high_school,unknown,no,may
4314,36,admin_,married,high_school,no,yes,may
4315,21,admin_,single,basic_9y,no,yes,may
4316,29,admin_,married,high_school,no,yes,may
4317,53,management,married,university_degree,unknown,yes,may
4318,39,blue-collar,married,basic_6y,no,no,may
4319,31,blue-collar,single,basic_9y,no,yes,may
4320,44,admin_,divorced,university_degree,unknown,yes,may
4321,38,admin_,single,basic_6y,unknown,no,may
4322,47,entrepreneur,married,,unknown,no,may
4323,36,blue-collar,married,basic_9y,no,no,may
4324,27,blue-collar,single,basic_9y,no,no,may
4325,45,blue-collar,married,basic_9y,unknown,no,may
4326,34,blue-collar,married,basic_4y,no,no,may
4327,50,blue-collar,married,basic_4y,unknown,no,may
4328,40,blue-collar,married,basic_4y,no,no,may
4329,36,admin_,divorced,high_school,no,yes,may
4330,40,admin_,married,university_degree,no,yes,may
4331,53,blue-collar,married,basic_4y,no,no,may
4332,40,admin_,divorced,university_degree,no,yes,may
4333,25,blue-collar,married,basic_9y,no,no,may
4334,42,admin_,married,university_degree,unknown,no,may
4335,47,admin_,divorced,professional_course,unknown,no,may
4336,46,admin_,divorced,university_degree,no,no,may
4337,35,technician,married,professional_course,no,no,may
4338,45,blue-collar,married,basic_6y,unknown,no,may
4339,43,technician,married,professional_course,no,no,may
4340,58,admin_,divorced,basic_9y,unknown,no,may
4341,43,admin_,married,high_school,no,yes,may
4342,33,blue-collar,single,basic_9y,no,yes,may
4343,38,blue-collar,divorced,,unknown,unknown,may
4344,32,unknown,unknown,university_degree,no,yes,may
4345,49,technician,married,professional_course,no,yes,may
4346,36,services,single,,no,no,may
4347,35,admin_,married,high_school,no,no,may
4348,45,blue-collar,married,basic_9y,unknown,no,may
4349,36,admin_,divorced,high_school,no,no,may
4350,45,services,married,basic_9y,no,yes,may
4351,34,services,married,high_school,unknown,yes,may
4352,54,management,married,high_school,unknown,yes,may
4353,35,services,single,basic_4y,no,yes,may
4354,30,admin_,married,university_degree,no,no,may
4355,40,services,married,high_school,no,no,may
4356,31,blue-collar,married,basic_6y,no,yes,may
4357,52,technician,married,basic_9y,unknown,no,may
4358,46,admin_,married,basic_4y,no,no,may
4359,27,admin_,married,high_school,unknown,no,may
4360,39,unemployed,married,professional_course,no,no,may
4361,59,technician,married,university_degree,unknown,no,may
4362,39,admin_,single,,no,no,may
4363,55,retired,divorced,professional_course,no,no,may
4364,43,unknown,married,university_degree,no,no,may
4365,42,self-employed,married,high_school,no,no,may
4366,42,admin_,single,university_degree,no,no,may
4367,56,management,married,,no,yes,may
4368,45,services,married,high_school,no,yes,may
4369,38,blue-collar,single,basic_9y,no,no,may
4370,49,blue-collar,married,basic_9y,no,no,may
4371,57,blue-collar,divorced,basic_4y,unknown,yes,may
4372,51,admin_,married,basic_6y,unknown,no,may
4373,31,technician,divorced,basic_9y,no,no,may
4374,52,management,married,university_degree,unknown,yes,may
4375,57,retired,married,university_degree,no,yes,may
4376,47,blue-collar,married,basic_9y,no,yes,may
4377,42,blue-collar,married,basic_6y,no,yes,may
4378,35,blue-collar,single,,no,yes,may
4379,31,admin_,single,university_degree,no,yes,may
4380,43,technician,single,university_degree,no,no,may
4381,44,blue-collar,married,basic_6y,unknown,yes,may
4382,59,entrepreneur,divorced,high_school,unknown,no,may
4383,57,blue-collar,married,,unknown,yes,may
4384,41,blue-collar,married,high_school,unknown,yes,may
4385,32,services,married,high_school,no,no,may
4386,33,blue-collar,single,basic_4y,no,no,may
4387,54,entrepreneur,married,basic_6y,unknown,no,may
4388,22,blue-collar,single,basic_9y,no,yes,may
4389,36,management,married,university_degree,unknown,no,may
4390,56,retired,married,high_school,unknown,no,may
4391,41,management,married,high_school,no,no,may
4392,46,blue-collar,married,professional_course,unknown,no,may
4393,60,admin_,single,high_school,no,no,may
4394,50,services,married,high_school,no,no,may
4395,49,entrepreneur,married,basic_4y,unknown,yes,may
4396,47,admin_,married,university_degree,unknown,no,may
4397,34,services,married,high_school,unknown,no,may
4398,49,admin_,married,university_degree,unknown,no,may
4399,30,blue-collar,single,high_school,no,yes,may
4400,35,blue-collar,divorced,high_school,unknown,yes,may
4401,40,entrepreneur,married,basic_9y,unknown,yes,may
4402,42,housemaid,married,high_school,no,no,may
4403,45,blue-collar,single,basic_9y,no,yes,may
4404,40,blue-collar,married,basic_9y,no,yes,may
4405,32,entrepreneur,single,university_degree,unknown,yes,may
4406,41,services,married,basic_9y,no,yes,may
4407,57,blue-collar,divorced,professional_course,no,yes,may
4408,34,services,married,high_school,no,no,may
4409,40,management,married,university_degree,no,no,may
4410,44,blue-collar,married,basic_4y,unknown,no,may
4411,51,blue-collar,married,basic_9y,unknown,unknown,may
4412,42,technician,married,basic_9y,no,no,may
4413,32,technician,divorced,high_school,no,yes,may
4414,33,blue-collar,married,basic_9y,no,yes,may
4415,43,blue-collar,married,basic_4y,unknown,yes,may
4416,28,blue-collar,married,basic_6y,unknown,yes,may
4417,37,services,married,high_school,no,yes,may
4418,37,services,single,high_school,no,yes,may
4419,41,housemaid,married,basic_9y,unknown,yes,may
4420,37,admin_,married,university_degree,no,no,may
4421,42,blue-collar,married,,no,yes,may
4422,60,services,married,,no,no,may
4423,28,admin_,single,university_degree,no,yes,may
4424,45,housemaid,divorced,university_degree,no,no,may
4425,34,blue-collar,married,basic_6y,unknown,yes,may
4426,52,technician,married,high_school,no,yes,may
4427,33,admin_,married,university_degree,no,no,may
4428,43,entrepreneur,married,university_degree,no,no,may
4429,41,management,married,university_degree,no,yes,may
4430,31,technician,married,professional_course,no,no,may
4431,48,entrepreneur,married,basic_9y,unknown,yes,may
4432,47,services,married,high_school,unknown,no,may
4433,38,admin_,married,basic_9y,unknown,yes,may
4434,51,unemployed,married,professional_course,no,no,may
4435,49,admin_,married,university_degree,unknown,yes,may
4436,31,entrepreneur,married,basic_9y,no,no,may
4437,45,self-employed,married,basic_4y,unknown,yes,may
4438,41,blue-collar,married,basic_6y,no,no,may
4439,51,retired,married,basic_9y,no,no,may
4440,46,admin_,divorced,university_degree,unknown,no,may
4441,48,self-employed,married,university_degree,unknown,no,may
4442,51,retired,married,basic_9y,no,yes,may
4443,44,services,married,high_school,no,unknown,may
4444,30,services,married,high_school,no,yes,may
4445,35,blue-collar,divorced,basic_9y,no,no,may
4446,35,unemployed,married,university_degree,no,no,may
4447,57,technician,married,basic_9y,no,yes,may
4448,38,admin_,married,university_degree,no,yes,may
4449,36,self-employed,married,basic_6y,unknown,yes,may
4450,30,admin_,single,university_degree,no,no,may
4451,37,services,married,high_school,unknown,no,may
4452,31,technician,divorced,basic_9y,no,no,may
4453,37,admin_,married,high_school,no,yes,may
4454,31,blue-collar,unknown,,unknown,no,may
4455,38,technician,married,professional_course,no,unknown,may
4456,29,student,single,university_degree,no,yes,may
4457,36,services,married,high_school,no,unknown,may
4458,41,management,married,basic_9y,no,yes,may
4459,32,student,single,high_school,unknown,yes,may
4460,42,blue-collar,married,basic_4y,unknown,yes,may
4461,27,blue-collar,married,basic_9y,no,yes,may
4462,34,technician,married,professional_course,no,no,may
4463,44,management,married,university_degree,no,yes,may
4464,42,services,married,professional_course,no,no,may
4465,29,services,divorced,high_school,no,yes,may
4466,40,blue-collar,married,basic_6y,unknown,no,may
4467,57,retired,single,professional_course,no,no,may
4468,42,blue-collar,married,basic_9y,unknown,yes,may
4469,50,admin_,married,basic_9y,no,yes,may
4470,58,retired,married,basic_4y,no,yes,may
4471,34,technician,married,professional_course,no,yes,may
4472,40,admin_,single,university_degree,no,no,may
4473,46,management,married,basic_9y,no,yes,may
4474,33,admin_,married,high_school,no,yes,may
4475,42,retired,married,basic_9y,unknown,no,may
4476,27,blue-collar,married,basic_6y,no,no,may
4477,41,management,single,high_school,no,no,may
4478,39,admin_,married,professional_course,no,yes,may
4479,58,retired,married,basic_4y,unknown,no,may
4480,31,blue-collar,married,basic_9y,no,no,may
4481,48,blue-collar,divorced,professional_course,no,yes,may
4482,45,housemaid,married,professional_course,unknown,no,may
4483,30,self-employed,married,professional_course,no,no,may
4484,58,management,married,basic_4y,no,no,may
4485,39,blue-collar,single,basic_9y,no,no,may
4486,41,technician,married,professional_course,no,no,may
4487,44,blue-collar,married,basic_4y,no,no,may
4488,47,blue-collar,married,basic_9y,no,no,may
4489,32,admin_,married,university_degree,no,no,may
4490,39,management,single,basic_9y,unknown,yes,may
4491,45,blue-collar,married,basic_4y,unknown,no,may
4492,33,management,married,professional_course,no,no,may
4493,27,blue-collar,married,basic_9y,unknown,yes,may
4494,57,retired,married,basic_4y,no,yes,may
4495,32,blue-collar,married,basic_9y,no,yes,may
4496,33,blue-collar,divorced,basic_9y,no,no,may
4497,57,self-employed,married,,unknown,no,may
4498,34,blue-collar,married,basic_4y,no,no,may
4499,58,unemployed,married,basic_4y,unknown,no,may
4500,50,admin_,single,university_degree,no,yes,may
4501,44,blue-collar,married,basic_9y,no,yes,may
4502,48,blue-collar,married,professional_course,no,yes,may
4503,56,retired,divorced,high_school,no,yes,may
4504,42,blue-collar,married,basic_6y,no,yes,may
4505,37,blue-collar,married,high_school,unknown,no,may
4506,29,technician,married,professional_course,no,no,may
4507,32,services,married,professional_course,no,yes,may
4508,40,admin_,single,high_school,no,no,may
4509,39,management,married,high_school,no,yes,may
4510,34,services,married,basic_6y,unknown,yes,may
4511,50,housemaid,divorced,basic_4y,unknown,yes,may
4512,28,blue-collar,single,basic_4y,no,no,may
4513,43,housemaid,married,basic_4y,no,unknown,may
4514,27,admin_,married,high_school,no,yes,may
4515,38,services,married,basic_9y,no,unknown,may
4516,37,technician,married,professional_course,no,yes,may
4517,39,admin_,married,basic_6y,unknown,yes,may
4518,36,technician,divorced,university_degree,unknown,yes,may
4519,43,services,married,high_school,no,no,may
4520,55,technician,married,basic_9y,unknown,yes,may
4521,35,admin_,married,university_degree,no,no,may
4522,27,blue-collar,married,basic_6y,unknown,unknown,may
4523,51,entrepreneur,married,basic_4y,no,no,may
4524,34,housemaid,married,high_school,no,no,may
4525,28,technician,married,professional_course,no,yes,may
4526,50,blue-collar,married,basic_6y,unknown,no,may
4527,26,blue-collar,married,basic_4y,no,yes,may
4528,50,admin_,married,basic_9y,unknown,yes,may
4529,52,blue-collar,married,basic_4y,unknown,no,may
4530,52,blue-collar,married,basic_9y,no,yes,may
4531,45,admin_,married,high_school,no,no,may
4532,37,blue-collar,married,,no,no,may
4533,43,technician,married,basic_9y,unknown,yes,may
4534,46,admin_,married,high_school,no,yes,may
4535,45,unemployed,married,university_degree,no,no,may
4536,31,technician,married,professional_course,no,yes,may
4537,39,blue-collar,married,professional_course,unknown,no,may
4538,55,admin_,divorced,university_degree,no,no,may
4539,55,admin_,married,high_school,no,no,may
4540,27,technician,single,university_degree,no,yes,may
4541,38,self-employed,single,university_degree,no,unknown,may
4542,24,student,married,university_degree,no,no,may
4543,36,services,married,high_school,no,no,may
4544,44,admin_,married,basic_4y,unknown,yes,may
4545,33,blue-collar,single,basic_9y,no,no,may
4546,30,technician,married,university_degree,no,no,may
4547,28,self-employed,single,basic_9y,no,no,may
4548,60,admin_,married,university_degree,unknown,no,may
4549,38,technician,single,university_degree,no,yes,may
4550,42,admin_,married,basic_9y,no,yes,may
4551,35,blue-collar,married,high_school,no,yes,may
4552,53,retired,married,high_school,unknown,no,may
